SensorId, TimeStamp (s), FrameNumber, AccX (g), AccY (g), AccZ (g), GyroX (deg/s), GyroY (deg/s), GyroZ (deg/s), MagX (uT), MagY (uT), MagZ (uT), EulerX (deg), EulerY (deg), EulerZ (deg), QuatW, QuatX, QuatY, QuatZ, LinAccX (g), LinAccY (g), LinAccZ (g), Pressure (kPa), Altitude (m), Temperature (degC), HeaveMotion (m)
1, 0.2025, 64, -0.03398111, -0.14604749, -0.99777406, 0.12550397, 4.28676319, -1.69057953, -52.73311996, 36.88979721, -73.42881775, 4.76077509, -2.08639026, -101.41581726, 0.63320822, -0.01221973, 0.04365825, 0.77265263, -0.00242521, 0.06310691, 0.00188470, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 0.2050, 65, -0.02993088, -0.15235473, -0.99460793, 0.26682472, 4.35723543, -1.68849242, -52.73311996, 36.88979721, -73.42881775, 4.76156187, -2.07518411, -101.41912079, 0.63318384, -0.01229847, 0.04360210, 0.77267456, -0.00627998, 0.06939991, -0.00128734, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 0.2075, 66, -0.02750332, -0.15674615, -0.98937511, 0.75990266, 4.70658159, -1.47141671, -52.79158020, 36.88979721, -72.61034393, 4.76355886, -2.06315279, -101.42181396, 0.63316327, -0.01238970, 0.04354950, 0.77269280, -0.00849769, 0.07375597, -0.00652480, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 0.2100, 67, -0.03151264, -0.16030005, -0.98772091, 0.89819378, 5.26237202, -1.18802524, -52.79158020, 36.88979721, -72.61034393, 4.76587152, -2.04979587, -101.42367554, 0.63314801, -0.01249195, 0.04349162, 0.77270693, -0.00425540, 0.07726898, -0.00818390, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 0.2125, 68, -0.03200007, -0.16140187, -0.98675644, 1.17916381, 5.40088177, -0.90480125, -52.79158020, 36.88979721, -72.61034393, 4.76885939, -2.03615260, -101.42480469, 0.63313758, -0.01260014, 0.04343665, 0.77271682, -0.00353001, 0.07831816, -0.00915253, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 0.2150, 69, -0.03199725, -0.16396451, -0.98469955, 1.31932044, 5.88942862, -0.90078175, -52.79158020, 36.88979721, -72.61034393, 4.77219343, -2.02129245, -101.42582703, 0.63312763, -0.01271850, 0.04337730, 0.77272642, -0.00327363, 0.08082208, -0.01121378, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 0.2175, 70, -0.03388987, -0.16735023, -0.98765433, 1.38949585, 6.09886265, -0.89893305, -52.79158020, 36.88979721, -72.61034393, 4.77570152, -2.00591183, -101.42679596, 0.63311791, -0.01284136, 0.04331623, 0.77273583, -0.00111273, 0.08414606, -0.00826323, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 0.2200, 71, -0.02719909, -0.17394690, -0.99238276, 1.45710421, 6.02470970, -0.34027264, -52.00233841, 36.97749329, -72.43495941, 4.77932930, -1.99083161, -101.42638397, 0.63311750, -0.01296338, 0.04325748, 0.77273744, -0.00754048, 0.09067888, -0.00353873, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 0.2225, 72, -0.01348388, -0.15376420, -1.00397992, 1.73943222, 5.67546606, -0.05930276, -52.00233841, 36.97749329, -72.43495941, 4.78364182, -1.97668028, -101.42534637, 0.63312131, -0.01308314, 0.04320839, 0.77273488, -0.02100883, 0.07042052, 0.00805622, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 0.2250, 73, -0.03469840, -0.15202521, -0.99379230, 2.03375959, 4.78400898, -1.52497089, -52.00233841, 36.97749329, -72.43495941, 4.78882313, -1.96444356, -101.42813873, 0.63309962, -0.01319332, 0.04317617, 0.77275276, 0.00041911, 0.06859086, -0.00213122, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 0.2275, 74, -0.04003388, -0.16839935, -0.98198652, 1.97138965, 4.93575573, -2.99022174, -52.00233841, 36.97749329, -72.43495941, 4.79397202, -1.95152295, -101.43456268, 0.63305324, -0.01330657, 0.04314037, 0.77279079, 0.00597998, 0.08487488, -0.01393706, 0.00000000, 0.00000000, 0.00000000, 0.00000000
